"CustomerID","EmployeeID","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry"
"HUNGC","4.00","7/16/1997","8/13/1997","7/21/1997","1.00","45.13","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA"
"HILAA","7.00","7/16/1997","8/27/1997","7/22/1997","1.00","58.30","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"VAFFE","8.00","7/17/1997","8/14/1997","7/22/1997","2.00","2.92","Vaffeljernet","Smagsloget 45","Århus","","8200","Denmark"
"SAVEA","8.00","7/18/1997","8/15/1997","8/8/1997","2.00","48.77","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"FURIB","1.00","7/18/1997","8/15/1997","7/29/1997","1.00","7.46","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa","","1675","Portugal"
"MEREP","1.00","7/21/1997","8/18/1997","7/29/1997","2.00","379.13","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"TRADH","4.00","7/22/1997","8/19/1997","7/31/1997","3.00","79.40","Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
"SAVEA","5.00","7/22/1997","8/19/1997","7/25/1997","1.00","200.24","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"TOMSP","4.00","7/23/1997","8/20/1997","8/1/1997","2.00","27.79","Toms Spezialitäten","Luisenstr. 48","Münster","","44087","Germany"
"DUMON","7.00","7/24/1997","8/21/1997","7/30/1997","2.00","1.85","Du monde entier","67, rue des Cinquante Otages","Nantes","","44000","France"
"LAMAI","8.00","7/25/1997","8/22/1997","8/6/1997","1.00","26.78","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"WOLZA","6.00","7/25/1997","8/22/1997","8/1/1997","2.00","80.65","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"SAVEA","1.00","7/28/1997","8/25/1997","8/1/1997","2.00","544.08","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"HILAA","4.00","7/29/1997","8/26/1997","8/1/1997","2.00","8.11","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"BLAUS","8.00","7/29/1997","8/26/1997","8/1/1997","3.00","1.93","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"WILMK","2.00","7/30/1997","8/27/1997","8/6/1997","3.00","0.75","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"GREAL","1.00","7/31/1997","8/28/1997","8/5/1997","2.00","116.53","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"GREAL","4.00","7/31/1997","8/28/1997","8/4/1997","2.00","18.53","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"MEREP","1.00","8/1/1997","9/12/1997","8/8/1997","1.00","154.68","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"MEREP","3.00","8/4/1997","9/1/1997","8/7/1997","3.00","91.05","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"LAUGB","2.00","8/5/1997","9/2/1997","8/14/1997","3.00","0.94","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
"ISLAT","4.00","8/5/1997","9/2/1997","8/11/1997","2.00","23.73","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"RICAR","4.00","8/6/1997","9/3/1997","8/11/1997","3.00","50.97","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"FRANK","8.00","8/7/1997","9/4/1997","8/12/1997","2.00","97.18","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"THECR","4.00","8/7/1997","9/4/1997","8/19/1997","2.00","94.80","The Cracker Box","55 Grizzly Peak Rd.","Butte","MT","59801","USA"
"ANATR","3.00","8/8/1997","9/5/1997","8/14/1997","1.00","43.90","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","","05021","Mexico"
"BERGS","1.00","8/11/1997","9/8/1997","8/20/1997","2.00","138.69","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"SAVEA","8.00","8/11/1997","9/22/1997","8/21/1997","3.00","107.46","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"BLONP","4.00","8/12/1997","9/9/1997","8/20/1997","3.00","30.36","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"GODOS","4.00","8/12/1997","9/9/1997","8/20/1997","3.00","85.46","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"KOENE","1.00","8/13/1997","9/10/1997","8/19/1997","2.00","32.35","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"LAMAI","8.00","8/14/1997","9/11/1997","8/15/1997","1.00","0.87","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"WANDK","8.00","8/14/1997","9/11/1997","8/19/1997","1.00","41.38","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"ERNSH","7.00","8/15/1997","9/12/1997","8/18/1997","3.00","477.90","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"FOLIG","4.00","8/15/1997","9/12/1997","8/21/1997","3.00","487.38","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France"
"MAGAA","8.00","8/18/1997","9/15/1997","8/21/1997","3.00","47.46","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"WARTH","4.00","8/19/1997","9/16/1997","8/26/1997","1.00","1.15","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"QUEEN","6.00","8/19/1997","9/16/1997","8/26/1997","1.00","201.29","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"LINOD","3.00","8/20/1997","9/17/1997","9/1/1997","1.00","158.44","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"SANTG","7.00","8/20/1997","9/17/1997","8/27/1997","3.00","38.64","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway"
"WANDK","4.00","8/21/1997","9/18/1997","8/28/1997","1.00","23.55","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"HILAA","4.00","8/22/1997","9/19/1997","8/26/1997","2.00","179.61","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"SIMOB","7.00","8/22/1997","9/19/1997","9/5/1997","3.00","41.89","Simons bistro","Vinbæltet 34","Kobenhavn","","1734","Denmark"
"ALFKI","6.00","8/25/1997","9/22/1997","9/2/1997","1.00","29.46","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"WELLI","3.00","8/25/1997","9/22/1997","9/1/1997","2.00","0.14","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"HANAR","4.00","8/26/1997","9/23/1997","9/2/1997","1.00","12.41","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"HUNGO","9.00","8/27/1997","10/8/1997","9/3/1997","3.00","142.33","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"QUEDE","4.00","8/27/1997","9/10/1997","9/3/1997","2.00","45.54","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"RICAR","5.00","8/28/1997","10/9/1997","9/9/1997","2.00","14.25","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"MAISD","5.00","8/28/1997","9/25/1997","8/29/1997","3.00","6.20","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"FAMIA","5.00","8/29/1997","9/26/1997","9/3/1997","3.00","176.81","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil"
"WANDK","8.00","9/1/1997","9/29/1997","9/11/1997","2.00","20.60","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"GOURL","4.00","9/1/1997","9/29/1997","9/8/1997","2.00","7.14","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"FRANK","1.00","9/2/1997","9/30/1997","9/19/1997","1.00","93.25","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"BERGS","5.00","9/2/1997","9/30/1997","9/11/1997","1.00","55.26","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"REGGC","1.00","9/3/1997","10/1/1997","9/11/1997","2.00","4.41","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"GREAL","6.00","9/4/1997","10/2/1997","9/10/1997","1.00","57.15","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"SAVEA","2.00","9/4/1997","10/2/1997","9/15/1997","2.00","352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"QUICK","4.00","9/5/1997","10/3/1997","9/8/1997","1.00","364.15","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"QUEEN","7.00","9/5/1997","10/3/1997","9/10/1997","2.00","105.81","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"HUNGC","8.00","9/8/1997","10/6/1997","10/15/1997","1.00","111.29","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA"
"HUNGO","7.00","9/9/1997","10/7/1997","9/15/1997","3.00","17.55","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"LONEP","3.00","9/9/1997","10/7/1997","9/18/1997","2.00","1.28","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"BONAP","2.00","9/10/1997","9/24/1997","10/3/1997","2.00","113.15","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"FURIB","1.00","9/10/1997","10/8/1997","9/19/1997","3.00","1.27","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa","","1675","Portugal"
"LONEP","1.00","9/11/1997","10/9/1997","9/17/1997","2.00","26.31","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"RICSU","7.00","9/12/1997","10/10/1997","9/22/1997","2.00","232.42","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"ERNSH","7.00","9/12/1997","10/10/1997","9/19/1997","1.00","78.09","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"WANDK","1.00","9/15/1997","10/13/1997","9/23/1997","2.00","47.22","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"SIMOB","2.00","9/15/1997","10/13/1997","9/22/1997","1.00","24.39","Simons bistro","Vinbæltet 34","Kobenhavn","","1734","Denmark"
"FRANK","4.00","9/16/1997","10/14/1997","9/18/1997","1.00","203.48","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"FRANR","1.00","9/17/1997","10/15/1997","9/24/1997","1.00","30.34","France restauration","54, rue Royale","Nantes","","44000","France"
"BERGS","9.00","9/17/1997","10/1/1997","9/26/1997","2.00","95.75","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"WILMK","2.00","9/18/1997","10/16/1997","9/19/1997","1.00","22.76","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"ISLAT","4.00","9/18/1997","10/16/1997","9/30/1997","2.00","0.90","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"FRANK","5.00","9/19/1997","10/17/1997","9/23/1997","2.00","31.85","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"TORTU","2.00","9/22/1997","10/20/1997","9/29/1997","2.00","2.01","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico"
"ANTON","1.00","9/22/1997","10/20/1997","9/26/1997","3.00","4.03","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"SAVEA","7.00","9/23/1997","10/21/1997","10/16/1997","3.00","388.98","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"BLONP","8.00","9/23/1997","10/21/1997","9/30/1997","3.00","27.94","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"OLDWO","1.00","9/24/1997","10/22/1997","9/26/1997","1.00","26.61","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"GREAL","3.00","9/25/1997","10/23/1997","9/30/1997","3.00","76.13","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"ANTON","3.00","9/25/1997","10/23/1997","10/1/1997","2.00","36.13","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"DUMON","2.00","9/26/1997","10/24/1997","10/1/1997","1.00","4.40","Du monde entier","67, rue des Cinquante Otages","Nantes","","44000","France"
"OTTIK","3.00","9/26/1997","10/24/1997","9/30/1997","1.00","145.63","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"GOURL","4.00","9/29/1997","10/13/1997","10/3/1997","2.00","33.75","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"PICCO","2.00","9/30/1997","10/28/1997","10/8/1997","1.00","96.50","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"HUNGO","9.00","9/30/1997","10/28/1997","10/30/1997","2.00","296.43","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"VAFFE","4.00","10/1/1997","10/15/1997","10/7/1997","2.00","299.09","Vaffeljernet","Smagsloget 45","Århus","","8200","Denmark"
"BERGS","1.00","10/1/1997","10/29/1997","10/7/1997","2.00","13.42","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"HANAR","1.00","10/2/1997","10/30/1997","10/3/1997","1.00","15.80","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"QUICK","2.00","10/3/1997","11/14/1997","10/22/1997","2.00","810.05","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"ALFKI","4.00","10/3/1997","10/31/1997","10/13/1997","2.00","61.02","Alfred's Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"WHITC","3.00","10/6/1997","10/20/1997","10/10/1997","3.00","139.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"QUICK","8.00","10/6/1997","11/3/1997","10/9/1997","3.00","398.36","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"WILMK","7.00","10/7/1997","11/18/1997","10/14/1997","1.00","16.72","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"WHITC","8.00","10/8/1997","11/19/1997","10/14/1997","3.00","102.55","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"LINOD","3.00","10/8/1997","11/5/1997","10/14/1997","1.00","45.52","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"ERNSH","4.00","10/9/1997","11/6/1997","10/17/1997","1.00","272.47","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"MORGK","3.00","10/9/1997","11/6/1997","10/13/1997","3.00","0.58","Morgenstern Gesundkost","Heerstr. 22","Leipzig","","04179","Germany"
"SAVEA","3.00","10/10/1997","11/7/1997","10/16/1997","1.00","65.10","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"HUNGO","6.00","10/13/1997","10/27/1997","10/15/1997","3.00","220.31","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"ALFKI","4.00","10/13/1997","11/24/1997","10/21/1997","1.00","23.94","Alfred's Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"FOLKO","6.00","10/14/1997","11/11/1997","10/20/1997","2.00","152.30","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"QUEEN","6.00","10/14/1997","11/11/1997","11/7/1997","1.00","4.78","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"HILAA","9.00","10/15/1997","11/12/1997","11/18/1997","2.00","3.52","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"OLDWO","8.00","10/16/1997","11/13/1997","10/21/1997","3.00","135.63","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"AROUT","4.00","10/16/1997","10/30/1997","10/23/1997","3.00","21.74","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"THEBI","6.00","10/17/1997","11/28/1997","11/5/1997","2.00","2.96","The Big Cheese","89 Jefferson Way Suite 2","Portland","OR","97201","USA"
"GOURL","1.00","10/17/1997","11/14/1997","11/20/1997","3.00","210.80","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"FRANS","1.00","10/20/1997","11/17/1997","10/23/1997","1.00","4.98","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy"
"SAVEA","5.00","10/21/1997","12/2/1997","10/29/1997","2.00","52.41","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"HUNGO","3.00","10/21/1997","11/18/1997","10/31/1997","1.00","89.93","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"SAVEA","1.00","10/22/1997","11/19/1997","10/24/1997","1.00","167.05","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"SAVEA","5.00","10/22/1997","11/19/1997","10/27/1997","3.00","24.49","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"BONAP","3.00","10/23/1997","11/6/1997","10/29/1997","1.00","63.20","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"RANCH","4.00","10/24/1997","11/21/1997","10/27/1997","2.00","22.57","Rancho grande","Av. del Libertador 900","Buenos Aires","","1010","Argentina"
"FRANK","1.00","10/24/1997","11/21/1997","10/29/1997","2.00","59.25","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"KOENE","1.00","10/27/1997","11/24/1997","10/29/1997","3.00","170.88","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"LETSS","8.00","10/27/1997","11/24/1997","11/5/1997","2.00","51.44","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA"
"QUEDE","8.00","10/28/1997","11/11/1997","11/5/1997","2.00","9.53","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"QUICK","5.00","10/29/1997","11/26/1997","10/31/1997","3.00","48.92","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"SAVEA","8.00","10/29/1997","12/10/1997","11/4/1997","1.00","74.58","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"WHITC","3.00","10/30/1997","11/27/1997","11/25/1997","1.00","21.72","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"MEREP","8.00","10/30/1997","12/11/1997","11/5/1997","2.00","57.75","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"FAMIA","4.00","10/31/1997","11/28/1997","11/5/1997","3.00","10.83","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil"
"EASTC","4.00","11/3/1997","11/17/1997","12/5/1997","1.00","16.56","Eastern Connection","35 King George","London","","WX3 6FW","UK"
"REGGC","2.00","11/3/1997","12/1/1997","12/5/1997","1.00","89.90","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"QUEEN","4.00","11/4/1997","12/2/1997","11/11/1997","2.00","58.33","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"LINOD","8.00","11/4/1997","12/16/1997","11/14/1997","3.00","141.06","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"BONAP","5.00","11/5/1997","12/3/1997","11/14/1997","1.00","20.12","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"CHOPS","7.00","11/6/1997","12/4/1997","11/14/1997","1.00","96.65","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland"
"BONAP","3.00","11/6/1997","12/4/1997","11/7/1997","1.00","16.97","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"BERGS","1.00","11/7/1997","12/5/1997","11/10/1997","3.00","110.11","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"GOURL","2.00","11/7/1997","12/5/1997","11/12/1997","3.00","1.63","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"LETSS","6.00","11/10/1997","12/8/1997","11/21/1997","2.00","45.97","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA"
"HUNGO","9.00","11/11/1997","12/9/1997","11/21/1997","2.00","44.10","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"VINET","2.00","11/11/1997","12/9/1997","11/18/1997","2.00","7.79","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims","","51100","France"
"SPECD","2.00","11/12/1997","12/10/1997","11/18/1997","1.00","2.91","Spécialités du monde","25, rue Lauriston","Paris","","75016","France"
"VINET","3.00","11/12/1997","12/10/1997","11/17/1997","3.00","11.08","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims","","51100","France"
"WHITC","4.00","11/13/1997","12/11/1997","11/25/1997","2.00","81.88","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"AROUT","4.00","11/14/1997","11/28/1997","11/18/1997","3.00","10.96","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"BOTTM","3.00","11/14/1997","12/12/1997","11/18/1997","3.00","243.73","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"AROUT","1.00","11/17/1997","12/15/1997","11/21/1997","2.00","23.72","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"VAFFE","6.00","11/17/1997","12/15/1997","11/24/1997","1.00","69.19","Vaffeljernet","Smagsloget 45","Århus","","8200","Denmark"
"QUICK","9.00","11/18/1997","12/16/1997","11/27/1997","1.00","3.52","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"CHOPS","1.00","11/19/1997","12/17/1997","11/21/1997","3.00","31.43","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland"
"PICCO","6.00","11/19/1997","12/17/1997","11/26/1997","1.00","117.33","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"SAVEA","3.00","11/20/1997","12/18/1997","11/28/1997","1.00","232.55","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"ISLAT","4.00","11/20/1997","12/18/1997","12/19/1997","2.00","61.53","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"WARTH","9.00","11/21/1997","12/19/1997","11/24/1997","1.00","79.30","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"RICSU","3.00","11/24/1997","12/22/1997","12/3/1997","3.00","130.79","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"NORTS","2.00","11/24/1997","12/22/1997","11/28/1997","3.00","1.39","North/South","South House 300 Queensbridge","London","","SW7 1RZ","UK"
"FRANS","3.00","11/25/1997","12/23/1997","11/27/1997","1.00","7.70","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy"
"MAGAA","6.00","11/25/1997","12/23/1997","11/27/1997","3.00","2.38","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"BONAP","4.00","11/26/1997","12/24/1997","11/28/1997","2.00","16.71","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"SPLIR","8.00","11/27/1997","12/25/1997","12/2/1997","2.00","73.21","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
"SAVEA","6.00","11/27/1997","12/25/1997","12/15/1997","1.00","8.19","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"RICSU","3.00","11/28/1997","12/26/1997","12/4/1997","3.00","138.17","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"ANATR","3.00","11/28/1997","12/26/1997","12/12/1997","3.00","11.99","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","","05021","Mexico"
"MAISD","4.00","12/1/1997","12/29/1997","12/10/1997","1.00","155.64","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"RATTC","5.00","12/2/1997","12/30/1997","12/8/1997","2.00","18.66","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"FOLKO","3.00","12/2/1997","12/30/1997","12/9/1997","1.00","328.74","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"FOLIG","3.00","12/3/1997","12/31/1997","12/8/1997","3.00","37.35","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France"
"ERNSH","6.00","12/3/1997","12/31/1997","12/8/1997","3.00","145.45","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"QUICK","3.00","12/4/1997","1/1/1998","12/9/1997","3.00","42.74","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"OTTIK","4.00","12/5/1997","1/2/1998","12/9/1997","1.00","157.55","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"SUPRD","4.00","12/5/1997","1/2/1998","12/15/1997","3.00","1.59","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"AROUT","3.00","12/8/1997","1/5/1998","12/15/1997","2.00","146.32","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"VAFFE","3.00","12/8/1997","1/5/1998","12/12/1997","1.00","65.06","Vaffeljernet","Smagsloget 45","Århus","","8200","Denmark"
"HANAR","8.00","12/9/1997","1/6/1998","12/17/1997","3.00","5.32","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"ERNSH","9.00","12/10/1997","1/7/1998","1/2/1998","2.00","11.19","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"LEHMS","3.00","12/10/1997","1/7/1998","12/19/1997","2.00","91.28","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"ERNSH","1.00","12/11/1997","1/8/1998","12/16/1997","3.00","96.43","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"FOLKO","4.00","12/11/1997","12/25/1997","12/12/1997","1.00","48.20","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"THECR","7.00","12/12/1997","1/9/1998","12/26/1997","1.00","20.25","The Cracker Box","55 Grizzly Peak Rd.","Butte","MT","59801","USA"
"ERNSH","1.00","12/15/1997","1/12/1998","12/18/1997","3.00","351.53","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"GOURL","7.00","12/15/1997","12/29/1997","1/21/1998","2.00","3.01","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
